AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
AAPL
MSFT
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
UNH
XOM
JPM
JNJ
V
PG
MA
LLY
HD
MRK
PEP
ABBV
AVGO
COST
KO
BAC
ADBE
MCD
PFE
WMT
CSCO
CRM
TMO
ACN
DHR
ABT
CVX
NKE
TXN
LIN
NEE
PM
AMD
BMY
WFC
LOW
UNP
AMGN
ORCL
INTC
RTX
HON
